2026-05-24 19:39:47 | INFO     | src.pipeline.run_expert_pipeline | ============================================================
2026-05-24 21:33:42 | INFO     | src.pipeline.run_golden_baseline_pipeline | GOLDEN BASELINE STRATEGY — run=20260524_213342
2026-05-24 21:33:42 | INFO     | src.pipeline.run_golden_baseline_pipeline | ============================================================
2026-05-24 21:33:42 | INFO     | src.data.loader | Cargando dataset: /Users/miraekang/proyectos/ai-nlp/data/raw/youtoxic_english_1000.csv
2026-05-24 21:33:42 | INFO     | src.data.loader |   Shape: (1000, 15)
2026-05-24 21:33:42 | INFO     | src.data.loader |   Columnas validadas ✅
2026-05-24 21:33:42 | WARNING  | src.data.loader |   3 duplicados eliminados
2026-05-24 21:33:42 | INFO     | src.data.loader |   Toxicos: 459 (46.0%)
2026-05-24 21:33:42 | INFO     | src.data.dual_loader | Loading preprocessed text: /Users/miraekang/proyectos/ai-nlp/data/processed/v2/comments_preprocessed.csv
2026-05-24 21:33:42 | INFO     | src.data.dual_loader | Merging stats: /Users/miraekang/proyectos/ai-nlp/data/processed/v2/comments_with_stats.csv
2026-05-24 21:33:42 | INFO     | src.data.dual_loader | Dual-track ready — rows=997 | clean_text non-empty=997
2026-05-24 21:33:42 | INFO     | src.pipeline.run_golden_baseline_pipeline | Step 1 — Golden Baseline (all layers frozen, zero fine-tuning)
2026-05-24 21:33:43 | INFO     | src.models.transformer_trainer | Inference-only — all 12 encoder blocks + head frozen (zero fine-tuning)
2026-05-24 21:33:44 | INFO     | src.models.transformer_trainer | Golden Baseline — unitary/toxic-bert (inference only, no training)
2026-05-24 21:33:54 | INFO     | src.pipeline.run_golden_baseline_pipeline |   Baseline F1w=0.7903 gap_pp=0.16 ✅
2026-05-24 21:33:54 | INFO     | src.pipeline.run_golden_baseline_pipeline | Step 2 — Performance Squeeze (last 2 layers, R-Drop, lr=5e-06, max_epochs=15)
2026-05-24 21:33:54 | INFO     | src.models.transformer_trainer | Partial freeze: 10/12 blocks frozen — training last 2 + head — trainable 14,767,874/109,483,778 (13.5%)
2026-05-24 21:33:54 | INFO     | src.models.transformer_trainer | Training unitary/toxic-bert (partial_last_2 freeze, enc_lr=5e-06, head_lr=5e-06, R-Drop α=0.5)...
2026-05-24 21:34:31 | INFO     | src.models.transformer_trainer | Gap monitor — train_f1=0.7871 val_f1=0.7464 gap=0.0407
2026-05-24 21:35:11 | INFO     | src.models.transformer_trainer | Gap monitor — train_f1=0.7851 val_f1=0.7346 gap=0.0505
2026-05-24 21:35:11 | WARNING  | src.models.transformer_trainer | Gap defense — train-val gap 0.0505 > 0.049; stopping and reverting to best checkpoint
2026-05-24 21:35:15 | INFO     | src.models.transformer_trainer | Val threshold tuning — best_t=0.500 val_f1_weighted=0.7464 (step=0.01)
2026-05-24 21:35:46 | INFO     | src.pipeline.run_golden_baseline_pipeline | Step 3 — Hybrid Safety Net (LR C=0.001, max_features=200)
2026-05-24 21:35:46 | INFO     | src.models.metadata_lr | Metadata LR trained — C=0.001 | tfidf_dim=200 | meta_dim=5
2026-05-24 21:35:46 | INFO     | src.models.metadata_lr | Metadata LR saved: /Users/miraekang/proyectos/ai-nlp/models/golden_squeeze_lr.joblib
2026-05-24 21:35:46 | INFO     | src.pipeline.run_golden_baseline_pipeline | Report: /Users/miraekang/proyectos/ai-nlp/reports/golden_baseline/integrated_report_20260524_213342.md
2026-05-24 21:35:46 | INFO     | src.pipeline.run_golden_baseline_pipeline | ============================================================
2026-05-24 21:35:46 | INFO     | src.pipeline.run_golden_baseline_pipeline | BASELINE  F1w=0.7903 gap_pp=0.16 (✅ <1%)
2026-05-24 21:35:46 | INFO     | src.pipeline.run_golden_baseline_pipeline | HYBRID    F1w=0.7479 gap_pp=4.39 (⚠️ below target)
2026-05-24 21:35:46 | INFO     | src.pipeline.run_golden_baseline_pipeline | ============================================================
